SpotifyID,Track,Artist,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,is_hit
1mtUwv8L4nhMRfbP2pa36V,Souljas,Master P,0.935,0.75,11,0,0.251,0.039,0.0,0.18,0.451,99.873,212707,-5.113,1
7m0RsVuP5BGGRR1RBLuvuy,Caja De Cerillas,Johannes Linstead,0.755,0.762,9,0,0.0641,0.417,0.738,0.104,0.501,90.042,298107,-8.486,0
1GBOy2bwvoleSYBN355yVT,Dubbaq,Legion Of Green Men,0.761,0.965,9,0,0.0635,0.00505,0.827,0.0841,0.771,149.975,396773,-7.355,0
2pg2TiYo9Rb8KeB5JjP7jS,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,0.741,0.61,6,0,0.0512,0.315,0.0,0.534,0.72,125.99,276960,-7.34,1
2TRuBFYZYw0Q7qIVBhqR1T,Give A Little More,Maroon 5,0.753,0.824,0,1,0.0385,0.000937,0.00018,0.141,0.937,117.95,180293,-4.301,1
1r5sw5ZdWTQYyXbva03U4g,Homewrecker,Gretchen Wilson,0.502,0.68,4,1,0.0322,0.0415,3.7e-06,0.362,0.381,148.608,205973,-5.707,1
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears,6LACK Featuring J. Cole,0.61,0.458,9,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,-11.336,1
1IYaMVfidzSfvCUZYXhsU1,Party Like A Rockstar,Shop Boyz,0.619,0.709,7,1,0.0395,0.00558,0.0,0.507,0.68,144.972,253400,-4.633,1
62OHj4RwPKSLWDCnTjO5j5,Siri,Samba Mapangala and Orchestra Virunga,0.509,0.76,9,0,0.0655,0.222,0.000882,0.0712,0.786,111.227,306893,-8.842,0
01CyvKWmmukcU043m0epvF,Betrayal Is A Symptom,Thrice,0.377,0.965,8,1,0.0879,0.000252,8.26e-06,0.0797,0.404,110.163,169733,-5.54,0
08GOEVXupC6ECbulhPGQKm,Stranger In My House,Tamia,0.676,0.601,0,1,0.0297,0.103,0.0,0.147,0.206,119.94,285387,-4.905,1
0goSgbfByV96DUQv4NuRhl,The Theme (It's Party Time),Tracey Lee,0.75,0.658,6,0,0.305,0.0108,0.0,0.125,0.427,99.113,272800,-8.658,1
63L9pwemCuVec73bPCPPQu,Heute,Der Moderne Man,0.523,0.906,4,1,0.0521,0.0114,0.918,0.201,0.916,147.499,183307,-8.804,0
1qFL6PR7wTwMvWR8mnrbJ7,Rock the Spot,Blackalicious,0.785,0.695,1,1,0.22,0.0209,0.0,0.167,0.806,100.476,260333,-6.434,0
41IWskPv7SMaeJTyV0fVhz,Who I Am,Danielle Bradbery,0.374,0.692,8,1,0.033,0.00714,0.00159,0.0698,0.406,83.389,216413,-4.545,1
5QQCp4fQiU9I2FU9FvJVV2,Always,Erasure,0.596,0.731,5,1,0.0284,0.296,3.64e-06,0.301,0.308,103.027,237800,-9.961,1
3cz0KULgNo05CdNGEyWnLg,Flight of the Elephant,Workhorse,0.527,0.436,5,1,0.0248,0.00564,0.899,0.229,0.221,60.04,370867,-8.567,0
4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,Rascal Flatts,0.537,0.674,5,0,0.0277,0.0088,0.0,0.265,0.33,136.002,214107,-5.134,1
1D8Jtz6xlQ3zh89fesvn6l,Comin' Tonight,Martha Wainwright,0.574,0.76,9,1,0.0356,0.239,3.35e-06,0.0949,0.715,127.203,197360,-4.375,0
01uqI4H13Gsd8Lyl1EYd8H,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,0.688,0.473,8,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,-9.059,1
4YUSC63LMMUbaeLjcfT4Go,Devils & Dust,Bruce Springsteen,0.638,0.443,2,1,0.0283,0.374,0.000483,0.547,0.556,111.079,298627,-6.86,1
6pJE6B9aAjjAlnS6a5JzfF,Love Ain't Nothing But a Business Goin On,Junior Parker,0.684,0.375,0,1,0.0718,0.31,9.32e-06,0.109,0.914,150.912,202560,-18.549,0
5fVZC9GiM4e8vu99W0Xf6J,How To Save A Life,The Fray,0.64,0.743,10,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,-4.08,1
7qiZfU4dY1lWllzX7mPBI3,Shape Of You,Ed Sheeran,0.825,0.652,1,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,-3.183,1
26ccHACahcxBMjBjqbP9O8,I Will Always Love You,Glee Cast,0.302,0.441,4,1,0.0312,0.687,6.25e-06,0.24,0.16,136.631,268000,-5.873,1
7hrSujVfWTiCGHvGyMfa3H,Whatever It Took,X-Raided,0.645,0.844,6,0,0.305,0.00248,0.0,0.0837,0.836,87.016,214413,-4.905,0
5M3ZwYKhBoAKgTqebp4BBi,Sleeping With You,Firehouse,0.584,0.815,3,1,0.0325,6.45e-05,0.0367,0.214,0.705,120.799,230733,-8.151,1
6plKFdrBnKF0y3CRuceTDh,Faster,Matt Nathanson,0.742,0.853,9,1,0.0393,0.00743,4.79e-06,0.332,0.95,107.03,208280,-4.147,1
4Ad9Uj5HlOssIfG38MIBHS,Come ALong,Johnny Osbourne,0.748,0.43,6,0,0.0987,0.0464,0.0,0.172,0.647,135.309,200467,-7.489,0
2czBvzOv3TvnyoW7Ozo7fP,The Rising,Bruce Springsteen,0.499,0.761,10,1,0.0324,0.0655,0.0,0.0895,0.326,110.186,287040,-6.381,1
6KlBm9gH1FHWb5EEodViFj,Champagne & Reefer,Bongzilla,0.28,0.819,4,1,0.0391,0.00154,0.828,0.112,0.734,97.085,286587,-4.095,0
1uenbEVPd129TmVPXyn9Lv,I Dreamed A Dream,Susan Boyle,0.286,0.378,10,1,0.0382,0.803,0.000518,0.107,0.113,69.316,190560,-8.752,1
63ZBSZ8zBvfGNK24BLMPAi,The Deeper The Love,Whitesnake,0.537,0.662,9,1,0.0286,0.000611,1.43e-06,0.0863,0.471,104.977,259901,-7.52,1
2l8nEO0vsTRCRnGqQty6qx,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,0.931,0.387,1,1,0.412,0.088,0.0,0.136,0.376,125.978,179405,-9.127,1
7Fq9RwQxSn3kW85PrDUf0M,Boot Scootin' Boogie,Brooks & Dunn,0.656,0.817,11,0,0.0435,0.22,0.0,0.306,0.862,130.446,198020,-4.296,1
5OjG6M7EpuraPvrA95xoVt,Loving By Heart,Jeff And Sheri Easter,0.593,0.687,11,1,0.0278,0.486,0.0,0.131,0.487,119.914,183133,-4.01,0
0jUFasq3eQ0GrrotcPR4Bd,Let's Ride,Richie Rich,0.415,0.845,9,1,0.0535,0.0971,9.53e-05,0.108,0.755,135.0,98909,-6.039,1
7BvCDrlYwJ5D9RUqvvs3BT,Little Drummer Boy,Pentatonix,0.713,0.411,8,1,0.0355,0.3,7.19e-05,0.0763,0.626,134.007,255879,-8.24,1
0MarH4DxxWlIGrHJzBDQci,C30 C60 C90 Go,Bow Wow Wow,0.641,0.692,10,0,0.0562,0.178,0.418,0.0535,0.583,115.048,182933,-8.46,0
1CKmI1IQjVEVB3F7VmJmM3,'Til Summer Comes Around,Keith Urban,0.57,0.629,9,0,0.0331,0.593,0.000136,0.77,0.308,127.907,331467,-7.608,1
5TvFfDlVoUWZvfqrhTJzD7,One,Ed Sheeran,0.464,0.321,2,1,0.0418,0.877,0.0,0.0789,0.306,93.528,252760,-11.12,1
5f4UWlrehZY8RaS67Mhk22,Righteous Disgrace,Don Francisco,0.608,0.421,2,1,0.0357,0.547,0.0,0.072,0.717,142.259,185400,-12.532,0
0uqvSVhGgQTIdj9G51vhvv,Finally,CeCe Peniston,0.791,0.658,7,1,0.0445,0.00653,0.0,0.0472,0.842,120.066,245000,-11.128,1
5l36mPDpqNWrNIRzwJpwYl,Bright Lights,matchbox twenty,0.319,0.732,4,1,0.0436,0.0134,0.0,0.658,0.2,80.195,234427,-4.475,1
7pa2J8FSpn0Jg0FLKj9NV1,Shine On,Sawyer Fredericks,0.369,0.567,5,1,0.0332,0.112,5.12e-06,0.258,0.34,125.991,191605,-4.412,1
42eWzCqHuCD5QRwzq3I24e,57 Channels (And Nothin' On),Bruce Springsteen,0.894,0.316,7,1,0.0978,0.608,0.0153,0.111,0.64,132.061,145467,-18.975,1
1hrFeTC13UVLDUnlz7FaVe,Stir The Gift,Deitrick Haddon,0.569,0.69,7,1,0.119,0.363,0.0,0.407,0.468,139.76,199067,-6.072,0
5oAVOxgE9atwhjDIWN6KAd,La Sitiera,Barbarito Diez,0.46,0.393,2,0,0.0359,0.523,0.0,0.137,0.825,119.337,170260,-8.215,0
0kJeo33oWW6Nx4tkUNPshJ,Hillbilly Shoes,Montgomery Gentry,0.655,0.837,7,1,0.0355,0.0332,0.00223,0.111,0.708,115.938,192586,-6.072,1
3q8V3iJU7VqvW7NOIhGFaO,Hope I'll Join That Band,Birmingham Jubilee Singers,0.441,0.26,1,1,0.0505,0.972,0.0,0.35,0.386,87.182,172878,-12.81,0
2im35ODzLItmeJsgkMKgul,Amidar (CCCP Mix),Rui Da Silva,0.568,0.94,10,0,0.162,0.000512,0.383,0.314,0.952,194.964,444907,-6.514,0
7kpa6MWRrPaF3b6C0DgioK,Always,Saliva,0.363,0.906,1,1,0.0615,0.0122,0.0,0.172,0.371,181.964,231200,-4.415,1
0LYCGrBVwFArF9Ltk3Apzd,To Sir With Love,Lady Saw,0.677,0.481,1,0,0.0589,0.0699,1.09e-06,0.055900000000000005,0.551,82.013,180760,-14.156,0
3VvTLNlNSWXLcI8JQUTGmE,You Can Always Come Home,Commissioned,0.691,0.635,8,1,0.0682,0.0718,9.96e-05,0.16,0.557,157.871,343667,-9.013,0
0JKjqJLo145b1mqA6MnhIl,Do You,Ne-Yo,0.588,0.614,5,0,0.0726,0.31,0.0,0.321,0.59,121.299,228267,-5.857,1
3ALUfg1ISMMi1c38tOKk9E,I Won't Give Up,Jana Kramer,0.612,0.369,2,1,0.0253,0.621,0.0,0.103,0.309,83.004,198053,-6.767,1
2Cy1lfg6C5ZvidGJlpURwG,Dad Apologizes,John Debney,0.307,0.0549,0,1,0.0386,0.893,0.936,0.0754,0.152,115.401,195373,-25.14,0
7D7XFT6clDMVDP6q3QM16V,Thugs Get Lonely Too,2Pac Featuring Nate Dogg,0.827,0.883,4,0,0.234,0.0181,2.17e-06,0.319,0.739,81.979,288360,-6.194,1
47yEjyUazMj4saTVCKrV5x,Al Doilea Om,Negura Bunget,0.262,0.4,2,1,0.0416,0.878,0.807,0.109,0.0574,98.204,123613,-20.736,0
1rc7RzuBYQ9KZIntUyEAVb,Poker Face,Glee Cast,0.467,0.195,4,1,0.0656,0.924,0.0,0.138,0.288,75.896,219613,-9.281,1
13ZVM6DRzWisfol85D9oOi,Passion,Paris Musette,0.63,0.738,9,0,0.0683,0.486,0.0101,0.105,0.551,110.727,133307,-6.741,0
2WCeDB0ppNhSVyiBNjPttT,Pure Imagination,Glee Cast,0.291,0.156,5,1,0.0337,0.894,0.0,0.116,0.198,80.691,198707,-9.953,1
2ERNElBRDCpc222A9XH4S5,AquaCityBoy,K-OS,0.43,0.914,10,1,0.239,0.0181,0.0,0.244,0.741,93.037,161640,-3.81,0
2RRYjmsQ4rIibo35biTxrJ,You Can't Deny It,Lisa Stansfield,0.661,0.751,7,1,0.107,0.359,8.1e-05,0.118,0.896,100.734,265440,-6.734,1
7Bj6xscdWnY8sarktaK19U,When Love & Hate Collide,Def Leppard,0.477,0.564,4,1,0.028,0.0111,0.0,0.221,0.292,67.965,257680,-8.582,1
44TuSOP6xIAEeJmZsN3nXO,Bored To Death,Blink-182,0.502,0.966,0,1,0.0946,0.00575,1.56e-06,0.117,0.638,159.948,235613,-3.876,1
6tSMalTFH31JjIFIXQnhSr,When I Was Drinking,Hem,0.232,0.274,4,1,0.0335,0.871,0.0201,0.0973,0.264,87.212,224600,-13.719,0
3SfI2cSLmGI6QGu09w5iFq,Oso Ego Kanenas,Konstantinos Galanos,0.435,0.729,1,1,0.0423,0.146,0.0,0.0696,0.397,136.406,293867,-4.175,0
00rGtsA6s1ymgW70p1LzlM,What I Didn't Know,Athenaeum,0.539,0.93,11,1,0.0624,0.0138,0.0,0.0673,0.584,127.454,218440,-6.035,1
3dVRdoxPN20V8w0KDxWtIC,From Tha Chuuuch To Da Palace,Snoop Dogg,0.78,0.675,1,1,0.279,0.257,0.0,0.0808,0.681,96.88,285787,-5.568,1
3mmAgukV7kHBY1iYlqNo4a,Piel Canela (Alternate Mix),Bobby Capo,0.726,0.295,8,1,0.0636,0.873,0.000912,0.0645,0.795,115.42,167133,-11.763,0
2cuVgSUgnRcgXNx909F3TV,Wobble Wobble,504 Boyz,0.853,0.709,7,1,0.283,0.00276,0.0,0.353,0.315,170.044,215507,-5.607,1
4Xk82Rg7pjNJaGjwP4Owke,I Stand Here Forgiven,Scott Wesley Brown,0.428,0.678,11,1,0.0306,0.171,1.25e-06,0.569,0.599,169.966,180600,-7.583,0
1whUSNqt8pfyvMbBupp6zp,Screamin' & Hollerin' The Blues,Alvin Youngblood Hart,0.708,0.403,0,0,0.0389,0.864,0.0,0.136,0.604,111.363,210493,-7.931,0
6zgG7qlEKjTNDhMLmzcB76,El troyano,Alfredo Gutiérrez,0.78,0.811,3,1,0.0755,0.365,4.85e-05,0.0574,0.989,178.267,148200,-7.881,0
2of5xn0GU0TdFneR1saRLH,To The Max,DJ Khaled Featuring Drake,0.461,0.812,10,0,0.241,0.0184,0.000375,0.21,0.72,159.869,193902,-5.776,1
4z9aQnKnoM0cDrLkUXdbPr,Baby U Are,Gerald Levert,0.657,0.537,6,0,0.199,0.0196,5.55e-06,0.102,0.636,172.212,317067,-7.825,1
4RQFyVdJpn87nbz4pUGCRX,More Than Words,Frankie J,0.733,0.405,7,1,0.0278,0.291,0.0,0.365,0.467,100.02,240884,-8.74,1
55V3I8DjZD7Tlz2hgyPNmx,Crazy,Daisy Dee,0.748,0.96,4,0,0.0561,0.000815,0.00229,0.033,0.754,124.571,332787,-7.475,1
3JX0dOCIAiaR8MP3ryXWuM,What About Me,Lil Wayne Featuring Sosamann,0.784,0.44,10,1,0.0401,0.0263,1.9e-06,0.122,0.22,118.089,216961,-6.566,1
4BJyt25nburVwbnESDeIc7,So Cold,Breaking Benjamin,0.49,0.774,0,0,0.0604,0.00305,8.16e-05,0.12,0.297,153.048,273440,-5.436,1
44tMr9ypzWXXFq0wjDqphF,I Got A Thang 4 Ya!,Lo-Key?,0.756,0.65,6,1,0.0457,0.307,0.0,0.0606,0.788,132.274,340867,-8.004,1
5vG93SYHh7SWqPLRtmODVq,Say I,Christina Milian Featuring Young Jeezy,0.674,0.909,8,1,0.134,0.0196,0.0,0.653,0.666,100.058,211267,-2.267,1
5ka2ajep9OAvU5Sgduhiex,Applause,Lady Gaga,0.669,0.78,7,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,-4.287,1
6tuuRT2hxDx64u6BweL1mz,Mighty Army Band,Gold City,0.725,0.688,1,1,0.0298,0.585,0.0,0.196,0.64,100.046,182267,-7.944,0
2xnVdRMaQBkRfZyefKC2ec,This Is The Night,Clay Aiken,0.528,0.56,11,1,0.0268,0.151,1.28e-06,0.3,0.372,99.037,212200,-8.296,1
2ZMDfZ2VB5J1SVKEBP9ryH,Bet I,B.o.B Featuring T.I. & Playboy Tre,0.825,0.877,6,1,0.118,0.103,0.0,0.33,0.963,133.973,257920,-4.556,1
0jkeRqlWciqKxU3iHQfdWj,Seen It All,Jeezy Featuring Jay Z,0.711,0.833,7,1,0.154,0.135,0.0,0.301,0.545,106.094,207533,-4.818,1
6XEoRP3ligos6GnuCkxBkj,Leave A Light On,Belinda Carlisle,0.557,0.824,2,1,0.0524,0.0291,0.0,0.0829,0.549,128.688,277293,-9.053,1
1s2bPX4MqRp2VLumQvoxoo,Scars and Souvenirs Intro,Max Stalling,0.572,0.406,4,0,0.196,0.885,0.0,0.97,0.688,129.443,43853,-10.069,0
0GPVmKBQiwIp0RONkkbeDO,Universal Mind Control,Common Featuring Pharrell,0.868,0.92,4,0,0.055,0.39,0.00682,0.155,0.694,119.994,213613,-4.17,1
5G4NGfgrh2L4qvDjGZDbhi,I Know I Can,Dave Hollister,0.595,0.759,5,1,0.166,0.199,6.75e-06,0.295,0.725,89.574,363400,-6.925,0
54Ri9R0BqZC5u7apylPiYs,Les Dépenaillés,Klimperei,0.776,0.371,0,1,0.0357,0.692,0.506,0.324,0.765,133.903,110653,-6.177,0
4P2UPSjEK1BbUI87YRZeLU,Prayer Walk,Kris Gruen,0.486,0.316,10,1,0.0277,0.903,0.714,0.167,0.107,104.933,185280,-9.888,0
25ETfQqDwJEw9sJ2g6lRkF,Breaking Free,Zac Efro,0.692,0.336,8,1,0.0306,0.09,0.849,0.118,0.0969,110.058,174695,-9.83,1
21pySLskKIKrhDziCX5ojQ,When I Grow Up,The Pussycat Dolls,0.671,0.685,11,0,0.05,0.00165,0.0,0.398,0.368,118.449,245680,-5.762,1
6gXuwld0PRtinePSXV2Vn1,Fix,Chris Lane,0.532,0.883,0,0,0.0352,0.0951,0.0,0.304,0.7,99.995,190240,-2.743,1
1RhaF2Eq1Zg1zR1MIaY9I1,No Fool No More,En Vogue,0.53,0.679,2,0,0.0523,0.444,0.0,0.0728,0.338,76.045,257573,-5.987,1
78bDGxqn2KF2VU1G3Kz6J0,This One's For The Children,New Kids On The Block,0.594,0.421,7,0,0.0312,0.198,0.0,0.0832,0.637,74.041,238467,-13.707,1
4LXsPdBcHAuttD9mKyhA8a,Juice (Know The Ledge),Eric B. & Rakim,0.789,0.904,8,1,0.15,0.0377,0.00128,0.0861,0.817,115.719,241547,-8.386,1
2RChe0r2cMoyOvuKobZy44,Always,Bon Jovi,0.383,0.659,4,1,0.0312,0.117,0.0,0.0778,0.327,140.795,353027,-5.558,1
53RNprbbLjfUdMo7pb7rQy,Mar,id You Know?,0.503,0.864,6,1,0.0471,0.000339,0.131,0.66,0.033,131.828,252727,-10.629,1
2PsHIonOTmX6bSrzIJSjyS,Nobody Knows,The Tony Rich Project,0.64,0.433,5,1,0.0374,0.509,4.9e-06,0.103,0.25,176.086,306933,-9.432,1
1pXZTSFldLxNmdZQHwkYZi,King Jesus Is My Captain,Birmingham Jubilee Singers,0.709,0.0443,8,1,0.0384,0.989,0.0,0.151,0.765,76.101,183223,-14.115,0
4OriPa2OXO6goScm81cjju,Release Yo' Delf,Method Man,0.804,0.654,6,0,0.145,0.00929,6.06e-05,0.108,0.529,97.816,255333,-8.07,1
1mJkU57DxmxPrjd3l91HDD,Some Girls (Dance With Women),JC Chasez Featuring Dirt McGirt,0.872,0.838,6,1,0.26,0.055,0.0,0.0596,0.932,98.011,272093,-6.687,1
7cWLl1E5iMvqIVhpmtUp6k,This Kiss,Carly Rae Jepsen,0.736,0.88,0,1,0.0339,0.00711,0.00123,0.301,0.704,127.998,228867,-4.323,1
1mnqraQ8oV8MX92rdOFLWW,1 Thing,Amerie,0.612,0.961,10,0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,238760,-3.078,1
2CjUSmHm2d76VoWRgpQ6mO,Adrift,Jack Johnson,0.64,0.198,0,1,0.0387,0.86,0.0186,0.108,0.36,80.805,236227,-15.429,0
1HXpIsisNETO6amM2Div6l,Leo's place,Eric Burdon,0.613,0.714,7,1,0.0313,0.426,8.95e-06,0.129,0.71,138.541,247615,-5.761,0
3HEJpfNiNs7wsUxpMh9n0X,Burning In The Aftermath,The Suicide Machines,0.464,0.999,2,1,0.156,0.00138,0.0,0.285,0.148,115.807,95853,-2.242,0
3b7BpUJENKkxidhU5yC704,Por La Calle Abajo,Los Chunguitos,0.679,0.812,5,1,0.0395,0.266,0.0,0.117,0.882,77.114,161400,-5.579,0
7rS87NoPWbAkVURdVFbGH9,Wave On Wave,Pat Green,0.671,0.757,2,1,0.0252,0.178,2.61e-05,0.0675,0.361,103.551,244373,-5.275,1
5TAYKGQpWt8lD50Gc6PhfE,Illuminate,Orbital,0.597,0.837,5,1,0.0385,0.000863,0.0,0.107,0.531,125.971,328000,-6.382,0
45Egmo7icyopuzJN0oMEdk,Love Lies,Khalid & Normani,0.708,0.648,6,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,-5.626,1
5kMsjfhYMZ1L9Btuu0AIRx,D.O.A. (Death Of Auto-Tune),JAY-Z,0.569,0.869,3,0,0.217,0.0342,0.0,0.0718,0.492,86.62,256387,-5.432,1
5CeL9C3bsoe4yzYS1Qz8cw,Girls & Boys,Blur,0.693,0.875,7,0,0.0315,0.00971,0.0,0.0601,0.901,120.048,259387,-8.354,1
5JWuz7zukN8z9JLNm29U5K,Have You Forgotten?,Darryl Worley,0.478,0.625,7,1,0.0341,0.0515,0.0,0.116,0.343,160.196,242293,-5.975,1
1CeGBbkJeKPojRmlo2gIwq,I Can't Wait Another Minute,Hi-Five,0.625,0.644,8,1,0.0287,0.357,0.0,0.102,0.638,147.435,301640,-8.801,1
0kG7EQwjjKlv9w0MLUBlfo,"The Marquis and the Scaffold (From ""Quills"")",Nick Ingman,0.145,0.0673,10,1,0.0359,0.863,0.82,0.357,0.0382,138.626,186627,-23.027,0
77IAeEz8LEchPN8UNjaTJ2,Foldin Clothes,J. Cole,0.698,0.487,7,0,0.312,0.234,0.00086,0.0724,0.614,161.943,316920,-9.887,1
5zdUc1JRCImBYcDWgvFNpE,Caught Up,Usher,0.817,0.806,6,1,0.0623,0.027,9e-06,0.119,0.805,110.086,224640,-4.606,1
3lcUQs5nyrjoHpQR9Vo2aA,Dirty Cash (Money Talks),The Adventures Of Stevie V,0.757,0.83,5,0,0.0413,0.00129,0.00741,0.0877,0.925,120.883,243133,-13.169,1
299WitWyf8Gv8yb4cNa70p,Six,Faithless,0.79,0.946,5,0,0.057,0.412,0.854,0.112,0.185,115.002,142213,-9.191,0
4aSDZ6mOjp6KtmhAYQNmc7,Your Touch Versus Death,Every Time I Die,0.271,0.931,4,0,0.0788,0.000233,0.515,0.121,0.145,97.242,215373,-9.761,0
2lp8xjq0WTm3HZKHuDEweg,Tell Me,Groove Theory,0.8,0.361,6,0,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,236067,-10.849,1
2ISSQPb9LHHiV6ng2NXosL,Beautiful Now,Zedd Featuring Jon Bellion,0.628,0.833,11,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,218293,-4.126,1
2l5D0Ua6Rb23MIhuO4xCgD,I Feel So Good,J.B. Lenoir,0.836,0.616,11,0,0.0524,0.508,2.93e-05,0.133,0.891,130.04,114573,-6.614,0
19P6cJstaoQJHtHW3HOGcg,The Rest Of Our Life,Tim McGraw & Faith Hill,0.617,0.468,2,1,0.0291,0.65,0.0,0.141,0.333,119.921,225360,-6.908,1
7p1PhtGLjq0ISncRXBHqXY,Here Is Gone,Goo Goo Dolls,0.351,0.74,1,1,0.0318,0.000502,0.00144,0.107,0.218,102.124,238333,-3.432,1
3jop2VXhGmDXq4wmvdAZQX,Gerra De De,DJ Dips,0.763,0.897,1,1,0.134,0.19,0.000797,0.106,0.916,129.985,238347,-5.88,0
5KgQritkMzRbEuTMdEKrW6,Once a Year,Beenie Man,0.826,0.689,10,0,0.358,0.466,0.0,0.267,0.743,90.881,245667,-6.418,0
2YL40WrfGr1HAIcDynhKFi,Suicide,Redman,0.347,0.756,1,0,0.793,0.078,3.73e-06,0.719,0.457,59.544,209867,-12.096,0
3oQ5kA2PGJlztciJk3SKA0,Epiphany (I'm Leaving),Chrisette Michele,0.727,0.676,7,1,0.25,0.304,0.0,0.5,0.391,163.021,208600,-4.556,1
68kNvhLvI0z07KIVz8fMoa,Rancho Moreno,Mar Azul,0.494,0.921,7,1,0.0324,0.594,0.0,0.0813,0.858,147.137,165401,-2.22,0
5Gq7IN29DbgUO8Ris1TZKl,Sexy Ladies,Justin Timberlake,0.896,0.452,6,1,0.258,0.0171,0.00782,0.0645,0.644,99.905,238600,-5.637,0
4GKk1uNzpxIptBuaY97Dkj,Midnight,Coldplay,0.548,0.475,1,1,0.0355,0.615,0.808,0.0944,0.0349,126.976,294667,-12.42,1
5LFva2HZJTPZVQFFLxQn4B,All the Way,Gloria,0.539,0.871,4,1,0.0308,0.00165,0.00115,0.119,0.86,132.971,219240,-7.677,0
72phhQtfwZcRweweRxxkmU,According To You,Orianthi,0.619,0.917,5,1,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,200347,-2.582,1
7vjtAU3Ns1AT4dRa0voHBJ,Right Here,Justin Bieber Featuring Drake,0.639,0.57,1,1,0.042,0.0233,0.0,0.329,0.728,92.073,204187,-4.966,1
4awRNvd5iC7QGVQOwSCffw,Wings,Little Mix,0.738,0.875,7,1,0.127,0.000673,0.000556,0.285,0.538,114.962,219733,-3.141,1
3blnw5Z6v5yiGueFGgS6uB,To The World,Kanye Wes,0.537,0.572,4,1,0.263,0.198,0.0,0.0962,0.452,141.983,230947,-8.168,1
6NwKYeHDcfEAKVYsUZy4Dx,You Should've Told Me,Kelly Price,0.723,0.463,1,1,0.0755,0.241,0.0,0.0651,0.551,120.115,194760,-4.938,1
5Xv3eesPSCo1YVdU2RePWe,Heaven,Solo,0.678,0.544,9,0,0.041,0.628,7.92e-06,0.0894,0.759,175.981,229027,-6.7,1
4dnupBy5StLex0A79UEcq4,The Milky Way,Ron Goodwin,0.189,0.235,0,1,0.0364,0.814,0.871,0.111,0.0352,73.407,186040,-14.195,0
2zJRu5dUqPJkhSt220GhXv,Château de sable,Rokia Traoré,0.575,0.404,7,1,0.0703,0.667,2.85e-05,0.0993,0.458,144.224,341067,-12.676,0
2T1nNxlzWZT15YzmI1WWqG,Likambo,Kékélé,0.763,0.512,7,1,0.044,0.819,0.873,0.111,0.932,111.945,219867,-10.954,0
3pxCXv0NACYfYnLjFcQW5D,Addicted,Saving Abel,0.512,0.865,7,1,0.0338,0.000821,0.0,0.0982,0.529,138.017,222827,-4.146,1
4QuoFqvDko3IxmvObAuiUn,Chira,Nikos Kalaintzis,0.592,0.257,0,1,0.0441,0.923,1.64e-06,0.0782,0.481,100.492,313973,-13.876,0
3G4ZgR1XnvYkNUHxal2ZWQ,I Am Here,F.I.R.,0.416,0.783,5,0,0.0739,0.151,0.0,0.101,0.424,172.074,232480,-5.707,0
3eQTF2mOBlgMmmSzXC466a,Maybe I Deserve,Tank,0.626,0.693,11,0,0.0624,0.0535,1.66e-05,0.144,0.554,85.152,273027,-8.672,1
0cqt6wlAgd7poYzzrPqC4I,Untitled,Brainchoke,0.369,0.22,0,0,0.033,0.88,0.944,0.131,0.118,100.118,53907,-15.991,0
4CcrLWFQY4dRGMbUR59cSp,Hey Girl,Billy Currington,0.548,0.673,1,1,0.0268,0.0158,0.0,0.0794,0.652,81.947,200533,-5.29,1
3b6dDAM3JNhEOVTdZ2bAVP,Amor De Juventud,Pedro Aznar,0.539,0.191,7,1,0.0284,0.765,6.03e-06,0.154,0.0987,84.938,372280,-13.295,0
2ZgZ4d1cSQdVMwqyegrqsu,Rudolph The Red Nosed Reindeer,Frankie Randall,0.77,0.2,8,0,0.0344,0.327,0.0,0.069,0.436,135.028,200707,-14.088,0
1KIQ0RscHwxXPJUvhuO5Bl,Red Nose,Sage The Gemini,0.681,0.473,11,0,0.449,0.414,0.0,0.0794,0.766,194.826,193200,-5.733,1
4gSLVg3qKNQeJKHwQl1fbU,A Puro Dolor,Roberto Perera,0.654,0.453,7,1,0.0297,0.663,0.928,0.113,0.25,129.996,225067,-10.727,0
3VtSXVoIOe9yASwTmCbOpx,These Days,Ayo,0.677,0.796,1,1,0.273,0.565,0.0,0.162,0.479,160.066,211766,-3.567,0
30jQBsAZrTjdAdnPNbETm9,Dancing To A Standstill,The Black Velvet Band,0.576,0.761,2,1,0.0345,0.0487,0.00019,0.244,0.699,122.21,256400,-8.712,0
